C:\Users\alexa\Anaconda3\python.exe C:/Users/alexa/PycharmProjects/HaliteBots/evolver.py
Gen 0, 574 s, max_fitness = 0.26666666666666666 using: {'defensive_action_radius': 28.30257569937152, 'max_response': 8, 'safe_docking_distance': 12.558523744843272, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.200156937446249, 'safety_check_radius': 12.0, 'support_radius': 8.0, 'attack_superiority_ratio': 1.19, 'rush_mode_proximity': 82.0, 'general_approach_dist': 3.7, 'dogfighting_approach_dist': 3.7, 'planet_approach_dist': 3.8511061898179366, 'own_ship_approach_dist': 0.805601795838218, 'tether_dist': 1.375, 'padding': 0.1387334285094013, 'max_horizon': 12.0}
Gen 95, 3037 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 96, 2196 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 97, 4196 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 98, 3135 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Gen 99, 3709 s, max_fitness = 0.8285714285714286 using: {'defensive_action_radius': 24.695561922782982, 'max_response': 9, 'safe_docking_distance': 13.262919132584583, 'job_base_benefit': 81.74024015598079, 'attacking_relative_benefit': 1.04114354576803, 'defending_relative_benefit': 1.4983358747809774, 'central_planet_relative_benefit': 1.2391985603773472, 'available_ships_for_rogue_mission_trigger': 11, 'zone_dominance_factor_for_docking': 6.4246966455969465, 'safety_check_radius': 12.430359886782883, 'support_radius': 8.0, 'attack_superiority_ratio': 0.9558135425573756, 'rush_mode_proximity': 101.98509435868706, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 2.1058826173475107, 'own_ship_approach_dist': 0.9069865875327943, 'tether_dist': 1.1281285046509673, 'padding': 0.116521697542258, 'max_horizon': 8.238405766472612}
Finished in 368056 s, or 5.3 per game.

Process finished with exit code 0

C:\Users\alexa\Anaconda3\python.exe C:/Users/alexa/PycharmProjects/HaliteBots/evolver.py
Gen 0, 10050 s, max_fitness = 0.83 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 66.41477881559508, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.5, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 7.7, 'attack_superiority_ratio': 0.9689299011811026, 'rush_mode_proximity': 94.09576212418199, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.1035506420172422, 'tether_dist': 1.5, 'padding': 0.10036808600941093, 'max_horizon': 7.5, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 1, 10179 s, max_fitness = 0.83 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 66.41477881559508, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.5, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 7.7, 'attack_superiority_ratio': 0.9689299011811026, 'rush_mode_proximity': 94.09576212418199, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.1035506420172422, 'tether_dist': 1.5, 'padding': 0.10036808600941093, 'max_horizon': 7.5, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 2, 12729 s, max_fitness = 0.83 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 66.41477881559508, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.5, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 7.7, 'attack_superiority_ratio': 0.9689299011811026, 'rush_mode_proximity': 94.09576212418199, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.1035506420172422, 'tether_dist': 1.5, 'padding': 0.10036808600941093, 'max_horizon': 7.5, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 3, 11839 s, max_fitness = 0.83 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 66.41477881559508, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.5, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 7.7, 'attack_superiority_ratio': 0.9689299011811026, 'rush_mode_proximity': 94.09576212418199, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.1035506420172422, 'tether_dist': 1.5, 'padding': 0.10036808600941093, 'max_horizon': 7.5, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 4, 11572 s, max_fitness = 0.83 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 66.41477881559508, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.5, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 7.7, 'attack_superiority_ratio': 0.9689299011811026, 'rush_mode_proximity': 94.09576212418199, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.1035506420172422, 'tether_dist': 1.5, 'padding': 0.10036808600941093, 'max_horizon': 7.5, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 5, 10761 s, max_fitness = 0.85 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 71.62309158550468, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.3109968749348413, 'central_planet_relative_benefit': 1.1236655632195074, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 8.102298419712977, 'attack_superiority_ratio': 0.8855050513737174, 'rush_mode_proximity': 105.25145704433059, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 2.879891449829525, 'dogfighting_approach_dist': 3.8409520028656283, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.10455871794803408, 'tether_dist': 1.5, 'padding': 0.08406553148781425, 'max_horizon': 8.532701665506579, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}
Gen 6, 10261 s, max_fitness = 0.85 using: {'defensive_action_radius': 30.189406804098482, 'max_response': 12, 'safe_docking_distance': 15.680829091255422, 'job_base_benefit': 71.62309158550468, 'attacking_relative_benefit': 1.1, 'defending_relative_benefit': 1.3109968749348413, 'central_planet_relative_benefit': 1.1236655632195074, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 5.898325843083396, 'safety_check_radius': 17.0, 'support_radius': 8.102298419712977, 'attack_superiority_ratio': 0.8855050513737174, 'rush_mode_proximity': 105.25145704433059, 'fighting_opportunity_merge_distance': 17.797897143310703, 'general_approach_dist': 2.879891449829525, 'dogfighting_approach_dist': 3.8409520028656283, 'planet_approach_dist': 3.020112860657823, 'own_ship_approach_dist': 0.10455871794803408, 'tether_dist': 1.5, 'padding': 0.08406553148781425, 'max_horizon': 8.532701665506579, 'min_horizon': 2.0, 'horizon_reduction_rate': 0.16104655849615818}

Process finished with exit code 1

C:\Users\alexa\Anaconda3\python.exe C:/Users/alexa/PycharmProjects/HaliteBots/evolver.py
Gen 0, 5944 s, max_fitness = 0.51 using: {'defensive_action_radius': 34.6, 'max_response': 12, 'safe_docking_distance': 13.21173164831753, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 12, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 12.0, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.823730063807957, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.02, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 11.0}
Gen 1, 4350 s, max_fitness = 0.54 using: {'defensive_action_radius': 34.6, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 12, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.603959692335675, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 8.637819342693764, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.3137563876774285, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1179627186176559, 'max_horizon': 11.10032338770883}
Gen 2, 4134 s, max_fitness = 0.54 using: {'defensive_action_radius': 34.6, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 12, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.603959692335675, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 8.637819342693764, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.3137563876774285, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1179627186176559, 'max_horizon': 11.10032338770883}
Gen 3, 6487 s, max_fitness = 0.54 using: {'defensive_action_radius': 34.6, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 12, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.603959692335675, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 8.637819342693764, 'general_approach_dist': 3.034795041716468, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.3137563876774285, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1179627186176559, 'max_horizon': 11.10032338770883}
Gen 4, 5609 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 5, 3265 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 6, 6672 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 7, 5950 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 8, 5217 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 9, 5068 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 10, 3886 s, max_fitness = 0.62 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 14, 'safe_docking_distance': 12.5, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.158536817446558, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 0, 'padding': 0.1, 'max_horizon': 11.0}
Gen 11, 6599 s, max_fitness = 0.65 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 12.131012136901964, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 7.842261827064606, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 12, 3320 s, max_fitness = 0.65 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 12.131012136901964, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 7.842261827064606, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 13, 2496 s, max_fitness = 0.65 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 12.131012136901964, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 7.842261827064606, 'attack_superiority_ratio': 0.738640882590133, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 9.310181633216878, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.107098036408979, 'planet_approach_dist': 3.45, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 14, 6002 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 15, 7802 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 16, 4691 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 17, 7055 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 18, 7069 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
